"","week","author","commits","total","project_total"
"1670",76,"kohske",0,0,518
"1671",76,"wch",0,0,518
"1672",76,"hadley",518,39379,518
"1673",77,"rasmusab",0,0,53
"1674",77,"kloesing",0,0,53
"1675",77,"briandk",0,0,53
"1676",77,"dariobuttari",0,0,53
"1677",77,"yihui",0,0,53
"1678",77,"lehy",0,0,53
"1679",77,"crowding",0,0,53
"1680",77,"lianos",0,0,53
"1681",77,"jrnold",0,0,53
"1682",77,"davidmorrison",0,0,53
"1683",77,"djmurphy420",0,0,53
"1684",77,"wligtenberg",0,0,53
"1685",77,"baptiste",0,0,53
"1686",77,"jimhester",0,0,53
"1687",77,"krlmlr",0,0,53
"1688",77,"jiho",0,0,53
"1689",77,"joranE",0,0,53
"1690",77,"BrianDiggs",0,0,53
"1691",77,"JakeRuss",0,0,53
"1692",77,"kohske",0,0,53
"1693",77,"wch",0,0,53
"1694",77,"hadley",53,39432,53
"1695",78,"rasmusab",0,0,16
"1696",78,"kloesing",0,0,16
"1697",78,"briandk",0,0,16
"1698",78,"dariobuttari",0,0,16
"1699",78,"yihui",0,0,16
"1700",78,"lehy",0,0,16
"1701",78,"crowding",0,0,16
"1702",78,"lianos",0,0,16
"1703",78,"jrnold",0,0,16
"1704",78,"davidmorrison",0,0,16
"1705",78,"djmurphy420",0,0,16
"1706",78,"wligtenberg",0,0,16
"1707",78,"baptiste",0,0,16
"1708",78,"jimhester",0,0,16
"1709",78,"krlmlr",0,0,16
"1710",78,"jiho",0,0,16
"1711",78,"joranE",0,0,16
"1712",78,"BrianDiggs",0,0,16
"1713",78,"JakeRuss",0,0,16
"1714",78,"kohske",0,0,16
"1715",78,"wch",0,0,16
"1716",78,"hadley",16,39448,16
"1717",79,"rasmusab",0,0,22
"1718",79,"kloesing",0,0,22
"1719",79,"briandk",0,0,22
"1720",79,"dariobuttari",0,0,22
"1721",79,"yihui",0,0,22
"1722",79,"lehy",0,0,22
"1723",79,"crowding",0,0,22
"1724",79,"lianos",0,0,22
"1725",79,"jrnold",0,0,22
"1726",79,"davidmorrison",0,0,22
"1727",79,"djmurphy420",0,0,22
"1728",79,"wligtenberg",0,0,22
"1729",79,"baptiste",0,0,22
"1730",79,"jimhester",0,0,22
"1731",79,"krlmlr",0,0,22
"1732",79,"jiho",0,0,22
"1733",79,"joranE",0,0,22
"1734",79,"BrianDiggs",0,0,22
"1735",79,"JakeRuss",0,0,22
"1736",79,"kohske",0,0,22
"1737",79,"wch",0,0,22
"1738",79,"hadley",22,39470,22
"1739",80,"rasmusab",0,0,1
"1740",80,"kloesing",0,0,1
"1741",80,"briandk",0,0,1
"1742",80,"dariobuttari",0,0,1
"1743",80,"yihui",0,0,1
"1744",80,"lehy",0,0,1
"1745",80,"crowding",0,0,1
"1746",80,"lianos",0,0,1
"1747",80,"jrnold",0,0,1
"1748",80,"davidmorrison",0,0,1
"1749",80,"djmurphy420",0,0,1
"1750",80,"wligtenberg",0,0,1
"1751",80,"baptiste",0,0,1
"1752",80,"jimhester",0,0,1
"1753",80,"krlmlr",0,0,1
"1754",80,"jiho",0,0,1
"1755",80,"joranE",0,0,1
"1756",80,"BrianDiggs",0,0,1
"1757",80,"JakeRuss",0,0,1
"1758",80,"kohske",0,0,1
"1759",80,"wch",0,0,1
"1760",80,"hadley",1,39471,1
"1761",81,"rasmusab",0,0,5
"1762",81,"kloesing",0,0,5
"1763",81,"briandk",0,0,5
"1764",81,"dariobuttari",0,0,5
"1765",81,"yihui",0,0,5
"1766",81,"lehy",0,0,5
"1767",81,"crowding",0,0,5
"1768",81,"lianos",0,0,5
"1769",81,"jrnold",0,0,5
"1770",81,"davidmorrison",0,0,5
"1771",81,"djmurphy420",0,0,5
"1772",81,"wligtenberg",0,0,5
"1773",81,"baptiste",0,0,5
"1774",81,"jimhester",0,0,5
"1775",81,"krlmlr",0,0,5
"1776",81,"jiho",0,0,5
"1777",81,"joranE",0,0,5
"1778",81,"BrianDiggs",0,0,5
"1779",81,"JakeRuss",0,0,5
"1780",81,"kohske",0,0,5
"1781",81,"wch",0,0,5
"1782",81,"hadley",5,39476,5
"1783",82,"rasmusab",0,0,7
"1784",82,"kloesing",0,0,7
"1785",82,"briandk",0,0,7
"1786",82,"dariobuttari",0,0,7
"1787",82,"yihui",0,0,7
"1788",82,"lehy",0,0,7
"1789",82,"crowding",0,0,7
"1790",82,"lianos",0,0,7
"1791",82,"jrnold",0,0,7
"1792",82,"davidmorrison",0,0,7
"1793",82,"djmurphy420",0,0,7
"1794",82,"wligtenberg",0,0,7
"1795",82,"baptiste",0,0,7
"1796",82,"jimhester",0,0,7
"1797",82,"krlmlr",0,0,7
"1798",82,"jiho",0,0,7
"1799",82,"joranE",0,0,7
"1800",82,"BrianDiggs",0,0,7
"1801",82,"JakeRuss",0,0,7
"1802",82,"kohske",0,0,7
"1803",82,"wch",0,0,7
"1804",82,"hadley",7,39483,7
"1805",83,"rasmusab",0,0,17
"1806",83,"kloesing",0,0,17
"1807",83,"briandk",0,0,17
"1808",83,"dariobuttari",0,0,17
"1809",83,"yihui",0,0,17
"1810",83,"lehy",0,0,17
"1811",83,"crowding",0,0,17
"1812",83,"lianos",0,0,17
"1813",83,"jrnold",0,0,17
"1814",83,"davidmorrison",0,0,17
"1815",83,"djmurphy420",0,0,17
"1816",83,"wligtenberg",0,0,17
"1817",83,"baptiste",0,0,17
"1818",83,"jimhester",0,0,17
"1819",83,"krlmlr",0,0,17
"1820",83,"jiho",0,0,17
"1821",83,"joranE",0,0,17
"1822",83,"BrianDiggs",0,0,17
"1823",83,"JakeRuss",0,0,17
"1824",83,"kohske",0,0,17
"1825",83,"wch",0,0,17
"1826",83,"hadley",17,39500,17
"1827",84,"rasmusab",0,0,21
"1828",84,"kloesing",0,0,21
"1829",84,"briandk",0,0,21
"1830",84,"dariobuttari",0,0,21
"1831",84,"yihui",0,0,21
"1832",84,"lehy",0,0,21
"1833",84,"crowding",0,0,21
"1834",84,"lianos",0,0,21
"1835",84,"jrnold",0,0,21
"1836",84,"davidmorrison",0,0,21
"1837",84,"djmurphy420",0,0,21
"1838",84,"wligtenberg",0,0,21
"1839",84,"baptiste",0,0,21
"1840",84,"jimhester",0,0,21
"1841",84,"krlmlr",0,0,21
"1842",84,"jiho",0,0,21
"1843",84,"joranE",0,0,21
"1844",84,"BrianDiggs",0,0,21
"1845",84,"JakeRuss",0,0,21
"1846",84,"kohske",0,0,21
"1847",84,"wch",0,0,21
"1848",84,"hadley",21,39521,21
"1849",85,"rasmusab",0,0,0
"1850",85,"kloesing",0,0,0
"1851",85,"briandk",0,0,0
"1852",85,"dariobuttari",0,0,0
"1853",85,"yihui",0,0,0
"1854",85,"lehy",0,0,0
"1855",85,"crowding",0,0,0
"1856",85,"lianos",0,0,0
"1857",85,"jrnold",0,0,0
"1858",85,"davidmorrison",0,0,0
"1859",85,"djmurphy420",0,0,0
"1860",85,"wligtenberg",0,0,0
"1861",85,"baptiste",0,0,0
"1862",85,"jimhester",0,0,0
"1863",85,"krlmlr",0,0,0
"1864",85,"jiho",0,0,0
"1865",85,"joranE",0,0,0
"1866",85,"BrianDiggs",0,0,0
"1867",85,"JakeRuss",0,0,0
"1868",85,"kohske",0,0,0
"1869",85,"wch",0,0,0
"1870",85,"hadley",0,39521,0
"1871",86,"rasmusab",0,0,34
"1872",86,"kloesing",0,0,34
"1873",86,"briandk",0,0,34
"1874",86,"dariobuttari",0,0,34
"1875",86,"yihui",0,0,34
"1876",86,"lehy",0,0,34
"1877",86,"crowding",0,0,34
"1878",86,"lianos",0,0,34
"1879",86,"jrnold",0,0,34
"1880",86,"davidmorrison",0,0,34
"1881",86,"djmurphy420",0,0,34
"1882",86,"wligtenberg",0,0,34
"1883",86,"baptiste",0,0,34
"1884",86,"jimhester",0,0,34
"1885",86,"krlmlr",0,0,34
"1886",86,"jiho",0,0,34
"1887",86,"joranE",0,0,34
"1888",86,"BrianDiggs",0,0,34
"1889",86,"JakeRuss",0,0,34
"1890",86,"kohske",0,0,34
"1891",86,"wch",0,0,34
"1892",86,"hadley",34,39555,34
"1893",87,"rasmusab",0,0,0
"1894",87,"kloesing",0,0,0
"1895",87,"briandk",0,0,0
"1896",87,"dariobuttari",0,0,0
"1897",87,"yihui",0,0,0
"1898",87,"lehy",0,0,0
"1899",87,"crowding",0,0,0
"1900",87,"lianos",0,0,0
"1901",87,"jrnold",0,0,0
"1902",87,"davidmorrison",0,0,0
"1903",87,"djmurphy420",0,0,0
"1904",87,"wligtenberg",0,0,0
"1905",87,"baptiste",0,0,0
"1906",87,"jimhester",0,0,0
"1907",87,"krlmlr",0,0,0
"1908",87,"jiho",0,0,0
"1909",87,"joranE",0,0,0
"1910",87,"BrianDiggs",0,0,0
"1911",87,"JakeRuss",0,0,0
"1912",87,"kohske",0,0,0
"1913",87,"wch",0,0,0
"1914",87,"hadley",0,39555,0
"1915",88,"rasmusab",0,0,0
"1916",88,"kloesing",0,0,0
"1917",88,"briandk",0,0,0
"1918",88,"dariobuttari",0,0,0
"1919",88,"yihui",0,0,0
"1920",88,"lehy",0,0,0
"1921",88,"crowding",0,0,0
"1922",88,"lianos",0,0,0
"1923",88,"jrnold",0,0,0
"1924",88,"davidmorrison",0,0,0
"1925",88,"djmurphy420",0,0,0
"1926",88,"wligtenberg",0,0,0
"1927",88,"baptiste",0,0,0
"1928",88,"jimhester",0,0,0
"1929",88,"krlmlr",0,0,0
"1930",88,"jiho",0,0,0
"1931",88,"joranE",0,0,0
"1932",88,"BrianDiggs",0,0,0
"1933",88,"JakeRuss",0,0,0
"1934",88,"kohske",0,0,0
"1935",88,"wch",0,0,0
"1936",88,"hadley",0,39555,0
"1937",89,"rasmusab",0,0,3
"1938",89,"kloesing",0,0,3
"1939",89,"briandk",0,0,3
"1940",89,"dariobuttari",0,0,3
"1941",89,"yihui",0,0,3
"1942",89,"lehy",0,0,3
"1943",89,"crowding",0,0,3
"1944",89,"lianos",0,0,3
"1945",89,"jrnold",0,0,3
"1946",89,"davidmorrison",0,0,3
"1947",89,"djmurphy420",0,0,3
"1948",89,"wligtenberg",0,0,3
"1949",89,"baptiste",0,0,3
"1950",89,"jimhester",0,0,3
"1951",89,"krlmlr",0,0,3
"1952",89,"jiho",0,0,3
"1953",89,"joranE",0,0,3
"1954",89,"BrianDiggs",0,0,3
"1955",89,"JakeRuss",0,0,3
"1956",89,"kohske",0,0,3
"1957",89,"wch",0,0,3
"1958",89,"hadley",3,39558,3
"1959",90,"rasmusab",0,0,0
"1960",90,"kloesing",0,0,0
"1961",90,"briandk",0,0,0
"1962",90,"dariobuttari",0,0,0
"1963",90,"yihui",0,0,0
"1964",90,"lehy",0,0,0
"1965",90,"crowding",0,0,0
"1966",90,"lianos",0,0,0
"1967",90,"jrnold",0,0,0
"1968",90,"davidmorrison",0,0,0
"1969",90,"djmurphy420",0,0,0
"1970",90,"wligtenberg",0,0,0
"1971",90,"baptiste",0,0,0
"1972",90,"jimhester",0,0,0
"1973",90,"krlmlr",0,0,0
"1974",90,"jiho",0,0,0
"1975",90,"joranE",0,0,0
"1976",90,"BrianDiggs",0,0,0
"1977",90,"JakeRuss",0,0,0
"1978",90,"kohske",0,0,0
"1979",90,"wch",0,0,0
"1980",90,"hadley",0,39558,0
"1981",91,"rasmusab",0,0,1
"1982",91,"kloesing",0,0,1
"1983",91,"briandk",0,0,1
"1984",91,"dariobuttari",0,0,1
"1985",91,"yihui",0,0,1
"1986",91,"lehy",0,0,1
"1987",91,"crowding",0,0,1
"1988",91,"lianos",0,0,1
"1989",91,"jrnold",0,0,1
"1990",91,"davidmorrison",0,0,1
"1991",91,"djmurphy420",0,0,1
"1992",91,"wligtenberg",0,0,1
"1993",91,"baptiste",0,0,1
"1994",91,"jimhester",0,0,1
"1995",91,"krlmlr",0,0,1
"1996",91,"jiho",0,0,1
"1997",91,"joranE",0,0,1
"1998",91,"BrianDiggs",0,0,1
"1999",91,"JakeRuss",0,0,1
"2000",91,"kohske",0,0,1
"2001",91,"wch",0,0,1
"2002",91,"hadley",1,39559,1
"2003",92,"rasmusab",0,0,0
"2004",92,"kloesing",0,0,0
"2005",92,"briandk",0,0,0
"2006",92,"dariobuttari",0,0,0
"2007",92,"yihui",0,0,0
"2008",92,"lehy",0,0,0
"2009",92,"crowding",0,0,0
"2010",92,"lianos",0,0,0
"2011",92,"jrnold",0,0,0
"2012",92,"davidmorrison",0,0,0
"2013",92,"djmurphy420",0,0,0
"2014",92,"wligtenberg",0,0,0
"2015",92,"baptiste",0,0,0
"2016",92,"jimhester",0,0,0
"2017",92,"krlmlr",0,0,0
"2018",92,"jiho",0,0,0
"2019",92,"joranE",0,0,0
"2020",92,"BrianDiggs",0,0,0
"2021",92,"JakeRuss",0,0,0
"2022",92,"kohske",0,0,0
"2023",92,"wch",0,0,0
"2024",92,"hadley",0,39559,0
"2025",93,"rasmusab",0,0,0
"2026",93,"kloesing",0,0,0
"2027",93,"briandk",0,0,0
"2028",93,"dariobuttari",0,0,0
"2029",93,"yihui",0,0,0
"2030",93,"lehy",0,0,0
"2031",93,"crowding",0,0,0
"2032",93,"lianos",0,0,0
"2033",93,"jrnold",0,0,0
"2034",93,"davidmorrison",0,0,0
"2035",93,"djmurphy420",0,0,0
"2036",93,"wligtenberg",0,0,0
"2037",93,"baptiste",0,0,0
"2038",93,"jimhester",0,0,0
"2039",93,"krlmlr",0,0,0
"2040",93,"jiho",0,0,0
"2041",93,"joranE",0,0,0
"2042",93,"BrianDiggs",0,0,0
"2043",93,"JakeRuss",0,0,0
"2044",93,"kohske",0,0,0
"2045",93,"wch",0,0,0
"2046",93,"hadley",0,39559,0
"2047",94,"rasmusab",0,0,0
"2048",94,"kloesing",0,0,0
"2049",94,"briandk",0,0,0
"2050",94,"dariobuttari",0,0,0
"2051",94,"yihui",0,0,0
"2052",94,"lehy",0,0,0
"2053",94,"crowding",0,0,0
"2054",94,"lianos",0,0,0
"2055",94,"jrnold",0,0,0
"2056",94,"davidmorrison",0,0,0
"2057",94,"djmurphy420",0,0,0
"2058",94,"wligtenberg",0,0,0
"2059",94,"baptiste",0,0,0
"2060",94,"jimhester",0,0,0
"2061",94,"krlmlr",0,0,0
"2062",94,"jiho",0,0,0
"2063",94,"joranE",0,0,0
"2064",94,"BrianDiggs",0,0,0
"2065",94,"JakeRuss",0,0,0
"2066",94,"kohske",0,0,0
"2067",94,"wch",0,0,0
"2068",94,"hadley",0,39559,0
"2069",95,"rasmusab",0,0,18
"2070",95,"kloesing",0,0,18
"2071",95,"briandk",0,0,18
"2072",95,"dariobuttari",0,0,18
"2073",95,"yihui",0,0,18
"2074",95,"lehy",0,0,18
"2075",95,"crowding",0,0,18
"2076",95,"lianos",0,0,18
"2077",95,"jrnold",0,0,18
"2078",95,"davidmorrison",0,0,18
"2079",95,"djmurphy420",0,0,18
"2080",95,"wligtenberg",0,0,18
"2081",95,"baptiste",0,0,18
"2082",95,"jimhester",0,0,18
"2083",95,"krlmlr",0,0,18
"2084",95,"jiho",0,0,18
"2085",95,"joranE",0,0,18
"2086",95,"BrianDiggs",0,0,18
"2087",95,"JakeRuss",0,0,18
"2088",95,"kohske",0,0,18
"2089",95,"wch",0,0,18
"2090",95,"hadley",18,39577,18
"2091",96,"rasmusab",0,0,0
"2092",96,"kloesing",0,0,0
"2093",96,"briandk",0,0,0
"2094",96,"dariobuttari",0,0,0
"2095",96,"yihui",0,0,0
"2096",96,"lehy",0,0,0
"2097",96,"crowding",0,0,0
"2098",96,"lianos",0,0,0
"2099",96,"jrnold",0,0,0
"2100",96,"davidmorrison",0,0,0
"2101",96,"djmurphy420",0,0,0
"2102",96,"wligtenberg",0,0,0
"2103",96,"baptiste",0,0,0
"2104",96,"jimhester",0,0,0
"2105",96,"krlmlr",0,0,0
"2106",96,"jiho",0,0,0
"2107",96,"joranE",0,0,0
"2108",96,"BrianDiggs",0,0,0
"2109",96,"JakeRuss",0,0,0
"2110",96,"kohske",0,0,0
"2111",96,"wch",0,0,0
"2112",96,"hadley",0,39577,0
"2113",97,"rasmusab",0,0,0
"2114",97,"kloesing",0,0,0
"2115",97,"briandk",0,0,0
"2116",97,"dariobuttari",0,0,0
"2117",97,"yihui",0,0,0
"2118",97,"lehy",0,0,0
"2119",97,"crowding",0,0,0
"2120",97,"lianos",0,0,0
"2121",97,"jrnold",0,0,0
"2122",97,"davidmorrison",0,0,0
"2123",97,"djmurphy420",0,0,0
"2124",97,"wligtenberg",0,0,0
"2125",97,"baptiste",0,0,0
"2126",97,"jimhester",0,0,0
"2127",97,"krlmlr",0,0,0
"2128",97,"jiho",0,0,0
"2129",97,"joranE",0,0,0
"2130",97,"BrianDiggs",0,0,0
"2131",97,"JakeRuss",0,0,0
"2132",97,"kohske",0,0,0
"2133",97,"wch",0,0,0
"2134",97,"hadley",0,39577,0
"2135",98,"rasmusab",0,0,0
"2136",98,"kloesing",0,0,0
"2137",98,"briandk",0,0,0
"2138",98,"dariobuttari",0,0,0
"2139",98,"yihui",0,0,0
"2140",98,"lehy",0,0,0
"2141",98,"crowding",0,0,0
"2142",98,"lianos",0,0,0
"2143",98,"jrnold",0,0,0
"2144",98,"davidmorrison",0,0,0
"2145",98,"djmurphy420",0,0,0
"2146",98,"wligtenberg",0,0,0
"2147",98,"baptiste",0,0,0
"2148",98,"jimhester",0,0,0
"2149",98,"krlmlr",0,0,0
"2150",98,"jiho",0,0,0
"2151",98,"joranE",0,0,0
"2152",98,"BrianDiggs",0,0,0
"2153",98,"JakeRuss",0,0,0
"2154",98,"kohske",0,0,0
"2155",98,"wch",0,0,0
"2156",98,"hadley",0,39577,0
"2157",99,"rasmusab",0,0,2
"2158",99,"kloesing",0,0,2
"2159",99,"briandk",0,0,2
"2160",99,"dariobuttari",0,0,2
"2161",99,"yihui",0,0,2
"2162",99,"lehy",0,0,2
"2163",99,"crowding",0,0,2
"2164",99,"lianos",0,0,2
"2165",99,"jrnold",0,0,2
"2166",99,"davidmorrison",0,0,2
"2167",99,"djmurphy420",0,0,2
"2168",99,"wligtenberg",0,0,2
"2169",99,"baptiste",0,0,2
"2170",99,"jimhester",0,0,2
"2171",99,"krlmlr",0,0,2
"2172",99,"jiho",0,0,2
"2173",99,"joranE",0,0,2
"2174",99,"BrianDiggs",0,0,2
"2175",99,"JakeRuss",0,0,2
"2176",99,"kohske",0,0,2
"2177",99,"wch",0,0,2
"2178",99,"hadley",2,39579,2
"2179",100,"rasmusab",0,0,0
"2180",100,"kloesing",0,0,0
"2181",100,"briandk",0,0,0
"2182",100,"dariobuttari",0,0,0
"2183",100,"yihui",0,0,0
"2184",100,"lehy",0,0,0
"2185",100,"crowding",0,0,0
"2186",100,"lianos",0,0,0
"2187",100,"jrnold",0,0,0
"2188",100,"davidmorrison",0,0,0
"2189",100,"djmurphy420",0,0,0
"2190",100,"wligtenberg",0,0,0
"2191",100,"baptiste",0,0,0
"2192",100,"jimhester",0,0,0
"2193",100,"krlmlr",0,0,0
"2194",100,"jiho",0,0,0
"2195",100,"joranE",0,0,0
"2196",100,"BrianDiggs",0,0,0
"2197",100,"JakeRuss",0,0,0
"2198",100,"kohske",0,0,0
"2199",100,"wch",0,0,0
"2200",100,"hadley",0,39579,0
"2201",101,"rasmusab",0,0,20
"2202",101,"kloesing",0,0,20
"2203",101,"briandk",0,0,20
"2204",101,"dariobuttari",0,0,20
"2205",101,"yihui",0,0,20
"2206",101,"lehy",0,0,20
"2207",101,"crowding",0,0,20
"2208",101,"lianos",0,0,20
"2209",101,"jrnold",0,0,20
"2210",101,"davidmorrison",0,0,20
"2211",101,"djmurphy420",0,0,20
"2212",101,"wligtenberg",0,0,20
"2213",101,"baptiste",0,0,20
"2214",101,"jimhester",0,0,20
"2215",101,"krlmlr",0,0,20
"2216",101,"jiho",0,0,20
"2217",101,"joranE",0,0,20
"2218",101,"BrianDiggs",0,0,20
"2219",101,"JakeRuss",0,0,20
"2220",101,"kohske",0,0,20
"2221",101,"wch",0,0,20
"2222",101,"hadley",20,39599,20
"2223",102,"rasmusab",0,0,0
"2224",102,"kloesing",0,0,0
"2225",102,"briandk",0,0,0
"2226",102,"dariobuttari",0,0,0
"2227",102,"yihui",0,0,0
"2228",102,"lehy",0,0,0
"2229",102,"crowding",0,0,0
"2230",102,"lianos",0,0,0
"2231",102,"jrnold",0,0,0
"2232",102,"davidmorrison",0,0,0
"2233",102,"djmurphy420",0,0,0
"2234",102,"wligtenberg",0,0,0
"2235",102,"baptiste",0,0,0
"2236",102,"jimhester",0,0,0
"2237",102,"krlmlr",0,0,0
"2238",102,"jiho",0,0,0
"2239",102,"joranE",0,0,0
"2240",102,"BrianDiggs",0,0,0
"2241",102,"JakeRuss",0,0,0
"2242",102,"kohske",0,0,0
"2243",102,"wch",0,0,0
"2244",102,"hadley",0,39599,0
"2245",103,"rasmusab",0,0,0
"2246",103,"kloesing",0,0,0
"2247",103,"briandk",0,0,0
"2248",103,"dariobuttari",0,0,0
"2249",103,"yihui",0,0,0
"2250",103,"lehy",0,0,0
"2251",103,"crowding",0,0,0
"2252",103,"lianos",0,0,0
"2253",103,"jrnold",0,0,0
"2254",103,"davidmorrison",0,0,0
"2255",103,"djmurphy420",0,0,0
"2256",103,"wligtenberg",0,0,0
"2257",103,"baptiste",0,0,0
"2258",103,"jimhester",0,0,0
"2259",103,"krlmlr",0,0,0
"2260",103,"jiho",0,0,0
"2261",103,"joranE",0,0,0
"2262",103,"BrianDiggs",0,0,0
"2263",103,"JakeRuss",0,0,0
"2264",103,"kohske",0,0,0
"2265",103,"wch",0,0,0
"2266",103,"hadley",0,39599,0
"2267",104,"rasmusab",0,0,8
"2268",104,"kloesing",0,0,8
"2269",104,"briandk",0,0,8
"2270",104,"dariobuttari",0,0,8
"2271",104,"yihui",0,0,8
"2272",104,"lehy",0,0,8
"2273",104,"crowding",0,0,8
"2274",104,"lianos",0,0,8
"2275",104,"jrnold",0,0,8
"2276",104,"davidmorrison",0,0,8
"2277",104,"djmurphy420",0,0,8
"2278",104,"wligtenberg",0,0,8
"2279",104,"baptiste",0,0,8
"2280",104,"jimhester",0,0,8
"2281",104,"krlmlr",0,0,8
"2282",104,"jiho",0,0,8
"2283",104,"joranE",0,0,8
"2284",104,"BrianDiggs",0,0,8
"2285",104,"JakeRuss",0,0,8
"2286",104,"kohske",0,0,8
"2287",104,"wch",0,0,8
"2288",104,"hadley",8,39607,8
"2289",105,"rasmusab",0,0,0
"2290",105,"kloesing",0,0,0
"2291",105,"briandk",0,0,0
"2292",105,"dariobuttari",0,0,0
"2293",105,"yihui",0,0,0
"2294",105,"lehy",0,0,0
"2295",105,"crowding",0,0,0
"2296",105,"lianos",0,0,0
"2297",105,"jrnold",0,0,0
"2298",105,"davidmorrison",0,0,0
"2299",105,"djmurphy420",0,0,0
"2300",105,"wligtenberg",0,0,0
"2301",105,"baptiste",0,0,0
"2302",105,"jimhester",0,0,0
"2303",105,"krlmlr",0,0,0
"2304",105,"jiho",0,0,0
"2305",105,"joranE",0,0,0
"2306",105,"BrianDiggs",0,0,0
"2307",105,"JakeRuss",0,0,0
"2308",105,"kohske",0,0,0
"2309",105,"wch",0,0,0
"2310",105,"hadley",0,39607,0
"2311",106,"rasmusab",0,0,0
"2312",106,"kloesing",0,0,0
"2313",106,"briandk",0,0,0
"2314",106,"dariobuttari",0,0,0
"2315",106,"yihui",0,0,0
"2316",106,"lehy",0,0,0
"2317",106,"crowding",0,0,0
"2318",106,"lianos",0,0,0
"2319",106,"jrnold",0,0,0
"2320",106,"davidmorrison",0,0,0
"2321",106,"djmurphy420",0,0,0
"2322",106,"wligtenberg",0,0,0
"2323",106,"baptiste",0,0,0
"2324",106,"jimhester",0,0,0
"2325",106,"krlmlr",0,0,0
"2326",106,"jiho",0,0,0
"2327",106,"joranE",0,0,0
"2328",106,"BrianDiggs",0,0,0
"2329",106,"JakeRuss",0,0,0
"2330",106,"kohske",0,0,0
"2331",106,"wch",0,0,0
"2332",106,"hadley",0,39607,0
"2333",107,"rasmusab",0,0,10
"2334",107,"kloesing",0,0,10
"2335",107,"briandk",0,0,10
"2336",107,"dariobuttari",0,0,10
"2337",107,"yihui",0,0,10
"2338",107,"lehy",0,0,10
"2339",107,"crowding",0,0,10
"2340",107,"lianos",0,0,10
"2341",107,"jrnold",0,0,10
"2342",107,"davidmorrison",0,0,10
"2343",107,"djmurphy420",0,0,10
"2344",107,"wligtenberg",0,0,10
"2345",107,"baptiste",0,0,10
"2346",107,"jimhester",0,0,10
"2347",107,"krlmlr",0,0,10
"2348",107,"jiho",0,0,10
"2349",107,"joranE",0,0,10
"2350",107,"BrianDiggs",0,0,10
"2351",107,"JakeRuss",0,0,10
"2352",107,"kohske",0,0,10
"2353",107,"wch",0,0,10
"2354",107,"hadley",10,39617,10
"2355",108,"rasmusab",0,0,0
"2356",108,"kloesing",0,0,0
"2357",108,"briandk",0,0,0
"2358",108,"dariobuttari",0,0,0
"2359",108,"yihui",0,0,0
"2360",108,"lehy",0,0,0
"2361",108,"crowding",0,0,0
"2362",108,"lianos",0,0,0
"2363",108,"jrnold",0,0,0
"2364",108,"davidmorrison",0,0,0
"2365",108,"djmurphy420",0,0,0
"2366",108,"wligtenberg",0,0,0
"2367",108,"baptiste",0,0,0
"2368",108,"jimhester",0,0,0
"2369",108,"krlmlr",0,0,0
"2370",108,"jiho",0,0,0
"2371",108,"joranE",0,0,0
"2372",108,"BrianDiggs",0,0,0
"2373",108,"JakeRuss",0,0,0
"2374",108,"kohske",0,0,0
"2375",108,"wch",0,0,0
"2376",108,"hadley",0,39617,0
"2377",109,"rasmusab",0,0,0
"2378",109,"kloesing",0,0,0
"2379",109,"briandk",0,0,0
"2380",109,"dariobuttari",0,0,0
"2381",109,"yihui",0,0,0
"2382",109,"lehy",0,0,0
"2383",109,"crowding",0,0,0
"2384",109,"lianos",0,0,0
"2385",109,"jrnold",0,0,0
"2386",109,"davidmorrison",0,0,0
"2387",109,"djmurphy420",0,0,0
"2388",109,"wligtenberg",0,0,0
"2389",109,"baptiste",0,0,0
"2390",109,"jimhester",0,0,0
"2391",109,"krlmlr",0,0,0
"2392",109,"jiho",0,0,0
"2393",109,"joranE",0,0,0
"2394",109,"BrianDiggs",0,0,0
"2395",109,"JakeRuss",0,0,0
"2396",109,"kohske",0,0,0
"2397",109,"wch",0,0,0
"2398",109,"hadley",0,39617,0
"2399",110,"rasmusab",0,0,1304
"2400",110,"kloesing",0,0,1304
"2401",110,"briandk",0,0,1304
"2402",110,"dariobuttari",0,0,1304
"2403",110,"yihui",0,0,1304
"2404",110,"lehy",0,0,1304
"2405",110,"crowding",0,0,1304
"2406",110,"lianos",0,0,1304
"2407",110,"jrnold",0,0,1304
"2408",110,"davidmorrison",0,0,1304
"2409",110,"djmurphy420",0,0,1304
"2410",110,"wligtenberg",0,0,1304
"2411",110,"baptiste",0,0,1304
"2412",110,"jimhester",0,0,1304
"2413",110,"krlmlr",0,0,1304
"2414",110,"jiho",0,0,1304
"2415",110,"joranE",0,0,1304
"2416",110,"BrianDiggs",0,0,1304
"2417",110,"JakeRuss",0,0,1304
"2418",110,"kohske",0,0,1304
"2419",110,"wch",0,0,1304
"2420",110,"hadley",1304,40921,1304
"2421",111,"rasmusab",0,0,393
"2422",111,"kloesing",0,0,393
"2423",111,"briandk",0,0,393
"2424",111,"dariobuttari",0,0,393
"2425",111,"yihui",0,0,393
"2426",111,"lehy",0,0,393
"2427",111,"crowding",0,0,393
"2428",111,"lianos",0,0,393
"2429",111,"jrnold",0,0,393
"2430",111,"davidmorrison",0,0,393
"2431",111,"djmurphy420",0,0,393
"2432",111,"wligtenberg",0,0,393
"2433",111,"baptiste",0,0,393
"2434",111,"jimhester",0,0,393
"2435",111,"krlmlr",0,0,393
