"","week","author","commits","total","project_total"
"3768",172,"lehy",0,0,0
"3769",172,"crowding",0,0,0
"3770",172,"lianos",0,112,0
"3771",172,"jrnold",0,0,0
"3772",172,"davidmorrison",0,0,0
"3773",172,"djmurphy420",0,0,0
"3774",172,"wligtenberg",0,0,0
"3775",172,"baptiste",0,0,0
"3776",172,"jimhester",0,0,0
"3777",172,"krlmlr",0,0,0
"3778",172,"jiho",0,0,0
"3779",172,"joranE",0,0,0
"3780",172,"BrianDiggs",0,0,0
"3781",172,"JakeRuss",0,0,0
"3782",172,"kohske",0,469,0
"3783",172,"wch",0,0,0
"3784",172,"hadley",0,53354,0
"3785",173,"rasmusab",0,0,0
"3786",173,"kloesing",0,15,0
"3787",173,"briandk",0,0,0
"3788",173,"dariobuttari",0,0,0
"3789",173,"yihui",0,0,0
"3790",173,"lehy",0,0,0
"3791",173,"crowding",0,0,0
"3792",173,"lianos",0,112,0
"3793",173,"jrnold",0,0,0
"3794",173,"davidmorrison",0,0,0
"3795",173,"djmurphy420",0,0,0
"3796",173,"wligtenberg",0,0,0
"3797",173,"baptiste",0,0,0
"3798",173,"jimhester",0,0,0
"3799",173,"krlmlr",0,0,0
"3800",173,"jiho",0,0,0
"3801",173,"joranE",0,0,0
"3802",173,"BrianDiggs",0,0,0
"3803",173,"JakeRuss",0,0,0
"3804",173,"kohske",0,469,0
"3805",173,"wch",0,0,0
"3806",173,"hadley",0,53354,0
"3807",174,"rasmusab",0,0,53
"3808",174,"kloesing",0,15,53
"3809",174,"briandk",0,0,53
"3810",174,"dariobuttari",0,0,53
"3811",174,"yihui",0,0,53
"3812",174,"lehy",0,0,53
"3813",174,"crowding",0,0,53
"3814",174,"lianos",0,112,53
"3815",174,"jrnold",0,0,53
"3816",174,"davidmorrison",0,0,53
"3817",174,"djmurphy420",0,0,53
"3818",174,"wligtenberg",0,0,53
"3819",174,"baptiste",0,0,53
"3820",174,"jimhester",0,0,53
"3821",174,"krlmlr",0,0,53
"3822",174,"jiho",0,0,53
"3823",174,"joranE",0,0,53
"3824",174,"BrianDiggs",0,0,53
"3825",174,"JakeRuss",0,0,53
"3826",174,"kohske",0,469,53
"3827",174,"wch",0,0,53
"3828",174,"hadley",53,53407,53
"3829",175,"rasmusab",0,0,0
"3830",175,"kloesing",0,15,0
"3831",175,"briandk",0,0,0
"3832",175,"dariobuttari",0,0,0
"3833",175,"yihui",0,0,0
"3834",175,"lehy",0,0,0
"3835",175,"crowding",0,0,0
"3836",175,"lianos",0,112,0
"3837",175,"jrnold",0,0,0
"3838",175,"davidmorrison",0,0,0
"3839",175,"djmurphy420",0,0,0
"3840",175,"wligtenberg",0,0,0
"3841",175,"baptiste",0,0,0
"3842",175,"jimhester",0,0,0
"3843",175,"krlmlr",0,0,0
"3844",175,"jiho",0,0,0
"3845",175,"joranE",0,0,0
"3846",175,"BrianDiggs",0,0,0
"3847",175,"JakeRuss",0,0,0
"3848",175,"kohske",0,469,0
"3849",175,"wch",0,0,0
"3850",175,"hadley",0,53407,0
"3851",176,"rasmusab",0,0,0
"3852",176,"kloesing",0,15,0
"3853",176,"briandk",0,0,0
"3854",176,"dariobuttari",0,0,0
"3855",176,"yihui",0,0,0
"3856",176,"lehy",0,0,0
"3857",176,"crowding",0,0,0
"3858",176,"lianos",0,112,0
"3859",176,"jrnold",0,0,0
"3860",176,"davidmorrison",0,0,0
"3861",176,"djmurphy420",0,0,0
"3862",176,"wligtenberg",0,0,0
"3863",176,"baptiste",0,0,0
"3864",176,"jimhester",0,0,0
"3865",176,"krlmlr",0,0,0
"3866",176,"jiho",0,0,0
"3867",176,"joranE",0,0,0
"3868",176,"BrianDiggs",0,0,0
"3869",176,"JakeRuss",0,0,0
"3870",176,"kohske",0,469,0
"3871",176,"wch",0,0,0
"3872",176,"hadley",0,53407,0
"3873",177,"rasmusab",0,0,0
"3874",177,"kloesing",0,15,0
"3875",177,"briandk",0,0,0
"3876",177,"dariobuttari",0,0,0
"3877",177,"yihui",0,0,0
"3878",177,"lehy",0,0,0
"3879",177,"crowding",0,0,0
"3880",177,"lianos",0,112,0
"3881",177,"jrnold",0,0,0
"3882",177,"davidmorrison",0,0,0
"3883",177,"djmurphy420",0,0,0
"3884",177,"wligtenberg",0,0,0
"3885",177,"baptiste",0,0,0
"3886",177,"jimhester",0,0,0
"3887",177,"krlmlr",0,0,0
"3888",177,"jiho",0,0,0
"3889",177,"joranE",0,0,0
"3890",177,"BrianDiggs",0,0,0
"3891",177,"JakeRuss",0,0,0
"3892",177,"kohske",0,469,0
"3893",177,"wch",0,0,0
"3894",177,"hadley",0,53407,0
"3895",178,"rasmusab",0,0,463
"3896",178,"kloesing",0,15,463
"3897",178,"briandk",0,0,463
"3898",178,"dariobuttari",0,0,463
"3899",178,"yihui",0,0,463
"3900",178,"lehy",0,0,463
"3901",178,"crowding",0,0,463
"3902",178,"lianos",0,112,463
"3903",178,"jrnold",0,0,463
"3904",178,"davidmorrison",0,0,463
"3905",178,"djmurphy420",0,0,463
"3906",178,"wligtenberg",0,0,463
"3907",178,"baptiste",0,0,463
"3908",178,"jimhester",0,0,463
"3909",178,"krlmlr",0,0,463
"3910",178,"jiho",0,0,463
"3911",178,"joranE",0,0,463
"3912",178,"BrianDiggs",0,0,463
"3913",178,"JakeRuss",0,0,463
"3914",178,"kohske",172,641,463
"3915",178,"wch",0,0,463
"3916",178,"hadley",291,53698,463
"3917",179,"rasmusab",0,0,0
"3918",179,"kloesing",0,15,0
"3919",179,"briandk",0,0,0
"3920",179,"dariobuttari",0,0,0
"3921",179,"yihui",0,0,0
"3922",179,"lehy",0,0,0
"3923",179,"crowding",0,0,0
"3924",179,"lianos",0,112,0
"3925",179,"jrnold",0,0,0
"3926",179,"davidmorrison",0,0,0
"3927",179,"djmurphy420",0,0,0
"3928",179,"wligtenberg",0,0,0
"3929",179,"baptiste",0,0,0
"3930",179,"jimhester",0,0,0
"3931",179,"krlmlr",0,0,0
"3932",179,"jiho",0,0,0
"3933",179,"joranE",0,0,0
"3934",179,"BrianDiggs",0,0,0
"3935",179,"JakeRuss",0,0,0
"3936",179,"kohske",0,641,0
"3937",179,"wch",0,0,0
"3938",179,"hadley",0,53698,0
"3939",180,"rasmusab",0,0,0
"3940",180,"kloesing",0,15,0
"3941",180,"briandk",0,0,0
"3942",180,"dariobuttari",0,0,0
"3943",180,"yihui",0,0,0
"3944",180,"lehy",0,0,0
"3945",180,"crowding",0,0,0
"3946",180,"lianos",0,112,0
"3947",180,"jrnold",0,0,0
"3948",180,"davidmorrison",0,0,0
"3949",180,"djmurphy420",0,0,0
"3950",180,"wligtenberg",0,0,0
"3951",180,"baptiste",0,0,0
"3952",180,"jimhester",0,0,0
"3953",180,"krlmlr",0,0,0
"3954",180,"jiho",0,0,0
"3955",180,"joranE",0,0,0
"3956",180,"BrianDiggs",0,0,0
"3957",180,"JakeRuss",0,0,0
"3958",180,"kohske",0,641,0
"3959",180,"wch",0,0,0
"3960",180,"hadley",0,53698,0
"3961",181,"rasmusab",0,0,20
"3962",181,"kloesing",0,15,20
"3963",181,"briandk",0,0,20
"3964",181,"dariobuttari",0,0,20
"3965",181,"yihui",0,0,20
"3966",181,"lehy",0,0,20
"3967",181,"crowding",0,0,20
"3968",181,"lianos",0,112,20
"3969",181,"jrnold",0,0,20
"3970",181,"davidmorrison",0,0,20
"3971",181,"djmurphy420",0,0,20
"3972",181,"wligtenberg",0,0,20
"3973",181,"baptiste",0,0,20
"3974",181,"jimhester",0,0,20
"3975",181,"krlmlr",0,0,20
"3976",181,"jiho",0,0,20
"3977",181,"joranE",0,0,20
"3978",181,"BrianDiggs",0,0,20
"3979",181,"JakeRuss",0,0,20
"3980",181,"kohske",20,661,20
"3981",181,"wch",0,0,20
"3982",181,"hadley",0,53698,20
"3983",182,"rasmusab",0,0,1723
"3984",182,"kloesing",0,15,1723
"3985",182,"briandk",0,0,1723
"3986",182,"dariobuttari",0,0,1723
"3987",182,"yihui",0,0,1723
"3988",182,"lehy",0,0,1723
"3989",182,"crowding",0,0,1723
"3990",182,"lianos",0,112,1723
"3991",182,"jrnold",0,0,1723
"3992",182,"davidmorrison",0,0,1723
"3993",182,"djmurphy420",0,0,1723
"3994",182,"wligtenberg",0,0,1723
"3995",182,"baptiste",0,0,1723
"3996",182,"jimhester",0,0,1723
"3997",182,"krlmlr",0,0,1723
"3998",182,"jiho",0,0,1723
"3999",182,"joranE",0,0,1723
"4000",182,"BrianDiggs",0,0,1723
"4001",182,"JakeRuss",0,0,1723
"4002",182,"kohske",1723,2384,1723
"4003",182,"wch",0,0,1723
"4004",182,"hadley",0,53698,1723
"4005",183,"rasmusab",0,0,222
"4006",183,"kloesing",0,15,222
"4007",183,"briandk",0,0,222
"4008",183,"dariobuttari",0,0,222
"4009",183,"yihui",0,0,222
"4010",183,"lehy",0,0,222
"4011",183,"crowding",0,0,222
"4012",183,"lianos",0,112,222
"4013",183,"jrnold",0,0,222
"4014",183,"davidmorrison",0,0,222
"4015",183,"djmurphy420",0,0,222
"4016",183,"wligtenberg",0,0,222
"4017",183,"baptiste",0,0,222
"4018",183,"jimhester",0,0,222
"4019",183,"krlmlr",0,0,222
"4020",183,"jiho",0,0,222
"4021",183,"joranE",0,0,222
"4022",183,"BrianDiggs",0,0,222
"4023",183,"JakeRuss",0,0,222
"4024",183,"kohske",222,2606,222
"4025",183,"wch",0,0,222
"4026",183,"hadley",0,53698,222
"4027",184,"rasmusab",0,0,1
"4028",184,"kloesing",0,15,1
"4029",184,"briandk",0,0,1
"4030",184,"dariobuttari",0,0,1
"4031",184,"yihui",0,0,1
"4032",184,"lehy",0,0,1
"4033",184,"crowding",0,0,1
"4034",184,"lianos",0,112,1
"4035",184,"jrnold",0,0,1
"4036",184,"davidmorrison",0,0,1
"4037",184,"djmurphy420",0,0,1
"4038",184,"wligtenberg",0,0,1
"4039",184,"baptiste",0,0,1
"4040",184,"jimhester",0,0,1
"4041",184,"krlmlr",0,0,1
"4042",184,"jiho",0,0,1
"4043",184,"joranE",0,0,1
"4044",184,"BrianDiggs",0,0,1
"4045",184,"JakeRuss",0,0,1
"4046",184,"kohske",0,2606,1
"4047",184,"wch",0,0,1
"4048",184,"hadley",1,53699,1
"4049",185,"rasmusab",0,0,10136
"4050",185,"kloesing",0,15,10136
"4051",185,"briandk",0,0,10136
"4052",185,"dariobuttari",0,0,10136
"4053",185,"yihui",0,0,10136
"4054",185,"lehy",0,0,10136
"4055",185,"crowding",0,0,10136
"4056",185,"lianos",0,112,10136
"4057",185,"jrnold",0,0,10136
"4058",185,"davidmorrison",0,0,10136
"4059",185,"djmurphy420",0,0,10136
"4060",185,"wligtenberg",0,0,10136
"4061",185,"baptiste",0,0,10136
"4062",185,"jimhester",0,0,10136
"4063",185,"krlmlr",0,0,10136
"4064",185,"jiho",38,38,10136
"4065",185,"joranE",0,0,10136
"4066",185,"BrianDiggs",0,0,10136
"4067",185,"JakeRuss",0,0,10136
"4068",185,"kohske",249,2855,10136
"4069",185,"wch",0,0,10136
"4070",185,"hadley",9849,63548,10136
"4071",186,"rasmusab",0,0,311
"4072",186,"kloesing",0,15,311
"4073",186,"briandk",0,0,311
"4074",186,"dariobuttari",0,0,311
"4075",186,"yihui",0,0,311
"4076",186,"lehy",0,0,311
"4077",186,"crowding",0,0,311
"4078",186,"lianos",0,112,311
"4079",186,"jrnold",0,0,311
"4080",186,"davidmorrison",0,0,311
"4081",186,"djmurphy420",0,0,311
"4082",186,"wligtenberg",0,0,311
"4083",186,"baptiste",0,0,311
"4084",186,"jimhester",0,0,311
"4085",186,"krlmlr",0,0,311
"4086",186,"jiho",0,38,311
"4087",186,"joranE",0,0,311
"4088",186,"BrianDiggs",0,0,311
"4089",186,"JakeRuss",0,0,311
"4090",186,"kohske",129,2984,311
"4091",186,"wch",0,0,311
"4092",186,"hadley",182,63730,311
"4093",187,"rasmusab",0,0,94
"4094",187,"kloesing",0,15,94
"4095",187,"briandk",0,0,94
"4096",187,"dariobuttari",0,0,94
"4097",187,"yihui",0,0,94
"4098",187,"lehy",0,0,94
"4099",187,"crowding",0,0,94
"4100",187,"lianos",0,112,94
"4101",187,"jrnold",0,0,94
"4102",187,"davidmorrison",0,0,94
"4103",187,"djmurphy420",0,0,94
"4104",187,"wligtenberg",0,0,94
"4105",187,"baptiste",0,0,94
"4106",187,"jimhester",0,0,94
"4107",187,"krlmlr",0,0,94
"4108",187,"jiho",0,38,94
"4109",187,"joranE",0,0,94
"4110",187,"BrianDiggs",0,0,94
"4111",187,"JakeRuss",38,38,94
"4112",187,"kohske",52,3036,94
"4113",187,"wch",0,0,94
"4114",187,"hadley",4,63734,94
"4115",188,"rasmusab",0,0,71
"4116",188,"kloesing",0,15,71
"4117",188,"briandk",0,0,71
"4118",188,"dariobuttari",0,0,71
"4119",188,"yihui",0,0,71
"4120",188,"lehy",0,0,71
"4121",188,"crowding",0,0,71
"4122",188,"lianos",0,112,71
"4123",188,"jrnold",0,0,71
"4124",188,"davidmorrison",0,0,71
"4125",188,"djmurphy420",0,0,71
"4126",188,"wligtenberg",0,0,71
"4127",188,"baptiste",0,0,71
"4128",188,"jimhester",0,0,71
"4129",188,"krlmlr",0,0,71
"4130",188,"jiho",3,41,71
"4131",188,"joranE",0,0,71
"4132",188,"BrianDiggs",0,0,71
"4133",188,"JakeRuss",60,98,71
"4134",188,"kohske",8,3044,71
"4135",188,"wch",0,0,71
"4136",188,"hadley",0,63734,71
"4137",189,"rasmusab",0,0,181
"4138",189,"kloesing",0,15,181
"4139",189,"briandk",0,0,181
"4140",189,"dariobuttari",0,0,181
"4141",189,"yihui",0,0,181
"4142",189,"lehy",0,0,181
"4143",189,"crowding",0,0,181
"4144",189,"lianos",0,112,181
"4145",189,"jrnold",0,0,181
"4146",189,"davidmorrison",0,0,181
"4147",189,"djmurphy420",0,0,181
"4148",189,"wligtenberg",0,0,181
"4149",189,"baptiste",0,0,181
"4150",189,"jimhester",0,0,181
"4151",189,"krlmlr",0,0,181
"4152",189,"jiho",0,41,181
"4153",189,"joranE",0,0,181
"4154",189,"BrianDiggs",0,0,181
"4155",189,"JakeRuss",181,279,181
"4156",189,"kohske",0,3044,181
"4157",189,"wch",0,0,181
"4158",189,"hadley",0,63734,181
"4159",190,"rasmusab",0,0,451
"4160",190,"kloesing",0,15,451
"4161",190,"briandk",0,0,451
"4162",190,"dariobuttari",0,0,451
"4163",190,"yihui",0,0,451
"4164",190,"lehy",0,0,451
"4165",190,"crowding",0,0,451
"4166",190,"lianos",0,112,451
"4167",190,"jrnold",0,0,451
"4168",190,"davidmorrison",0,0,451
"4169",190,"djmurphy420",0,0,451
"4170",190,"wligtenberg",0,0,451
"4171",190,"baptiste",0,0,451
"4172",190,"jimhester",0,0,451
"4173",190,"krlmlr",0,0,451
"4174",190,"jiho",0,41,451
"4175",190,"joranE",0,0,451
"4176",190,"BrianDiggs",0,0,451
"4177",190,"JakeRuss",357,636,451
"4178",190,"kohske",0,3044,451
"4179",190,"wch",0,0,451
"4180",190,"hadley",94,63828,451
"4181",191,"rasmusab",0,0,1937
"4182",191,"kloesing",0,15,1937
"4183",191,"briandk",0,0,1937
"4184",191,"dariobuttari",0,0,1937
"4185",191,"yihui",0,0,1937
"4186",191,"lehy",0,0,1937
"4187",191,"crowding",0,0,1937
"4188",191,"lianos",0,112,1937
"4189",191,"jrnold",0,0,1937
"4190",191,"davidmorrison",0,0,1937
"4191",191,"djmurphy420",0,0,1937
"4192",191,"wligtenberg",0,0,1937
"4193",191,"baptiste",0,0,1937
"4194",191,"jimhester",0,0,1937
"4195",191,"krlmlr",0,0,1937
"4196",191,"jiho",0,41,1937
"4197",191,"joranE",0,0,1937
"4198",191,"BrianDiggs",0,0,1937
"4199",191,"JakeRuss",492,1128,1937
"4200",191,"kohske",245,3289,1937
"4201",191,"wch",0,0,1937
"4202",191,"hadley",1200,65028,1937
"4203",192,"rasmusab",0,0,2907
"4204",192,"kloesing",0,15,2907
"4205",192,"briandk",0,0,2907
"4206",192,"dariobuttari",0,0,2907
"4207",192,"yihui",0,0,2907
"4208",192,"lehy",0,0,2907
"4209",192,"crowding",0,0,2907
"4210",192,"lianos",0,112,2907
"4211",192,"jrnold",0,0,2907
"4212",192,"davidmorrison",0,0,2907
"4213",192,"djmurphy420",0,0,2907
"4214",192,"wligtenberg",0,0,2907
"4215",192,"baptiste",0,0,2907
"4216",192,"jimhester",0,0,2907
"4217",192,"krlmlr",0,0,2907
"4218",192,"jiho",0,41,2907
"4219",192,"joranE",0,0,2907
"4220",192,"BrianDiggs",1,1,2907
"4221",192,"JakeRuss",0,1128,2907
"4222",192,"kohske",0,3289,2907
"4223",192,"wch",0,0,2907
"4224",192,"hadley",2906,67934,2907
"4225",193,"rasmusab",0,0,425
"4226",193,"kloesing",0,15,425
"4227",193,"briandk",0,0,425
"4228",193,"dariobuttari",0,0,425
"4229",193,"yihui",0,0,425
"4230",193,"lehy",0,0,425
"4231",193,"crowding",0,0,425
"4232",193,"lianos",0,112,425
"4233",193,"jrnold",0,0,425
"4234",193,"davidmorrison",10,10,425
"4235",193,"djmurphy420",0,0,425
"4236",193,"wligtenberg",0,0,425
"4237",193,"baptiste",0,0,425
"4238",193,"jimhester",0,0,425
"4239",193,"krlmlr",0,0,425
"4240",193,"jiho",0,41,425
"4241",193,"joranE",0,0,425
"4242",193,"BrianDiggs",7,8,425
"4243",193,"JakeRuss",0,1128,425
"4244",193,"kohske",0,3289,425
"4245",193,"wch",0,0,425
"4246",193,"hadley",408,68342,425
"4247",194,"rasmusab",0,0,481
"4248",194,"kloesing",0,15,481
"4249",194,"briandk",0,0,481
"4250",194,"dariobuttari",0,0,481
"4251",194,"yihui",0,0,481
"4252",194,"lehy",0,0,481
"4253",194,"crowding",0,0,481
"4254",194,"lianos",0,112,481
"4255",194,"jrnold",0,0,481
"4256",194,"davidmorrison",0,10,481
"4257",194,"djmurphy420",0,0,481
"4258",194,"wligtenberg",0,0,481
"4259",194,"baptiste",0,0,481
"4260",194,"jimhester",0,0,481
"4261",194,"krlmlr",0,0,481
"4262",194,"jiho",0,41,481
"4263",194,"joranE",0,0,481
"4264",194,"BrianDiggs",0,8,481
"4265",194,"JakeRuss",0,1128,481
"4266",194,"kohske",479,3768,481
"4267",194,"wch",0,0,481
"4268",194,"hadley",2,68344,481
"4269",195,"rasmusab",0,0,76
"4270",195,"kloesing",0,15,76
"4271",195,"briandk",0,0,76
"4272",195,"dariobuttari",0,0,76
"4273",195,"yihui",0,0,76
"4274",195,"lehy",0,0,76
"4275",195,"crowding",0,0,76
"4276",195,"lianos",0,112,76
"4277",195,"jrnold",0,0,76
"4278",195,"davidmorrison",0,10,76
"4279",195,"djmurphy420",0,0,76
"4280",195,"wligtenberg",0,0,76
"4281",195,"baptiste",0,0,76
"4282",195,"jimhester",0,0,76
"4283",195,"krlmlr",0,0,76
"4284",195,"jiho",0,41,76
"4285",195,"joranE",0,0,76
"4286",195,"BrianDiggs",0,8,76
"4287",195,"JakeRuss",0,1128,76
"4288",195,"kohske",76,3844,76
"4289",195,"wch",0,0,76
"4290",195,"hadley",0,68344,76
"4291",196,"rasmusab",0,0,20
"4292",196,"kloesing",0,15,20
"4293",196,"briandk",0,0,20
"4294",196,"dariobuttari",0,0,20
"4295",196,"yihui",0,0,20
"4296",196,"lehy",0,0,20
"4297",196,"crowding",0,0,20
"4298",196,"lianos",0,112,20
"4299",196,"jrnold",0,0,20
"4300",196,"davidmorrison",0,10,20
"4301",196,"djmurphy420",0,0,20
"4302",196,"wligtenberg",0,0,20
"4303",196,"baptiste",0,0,20
"4304",196,"jimhester",0,0,20
"4305",196,"krlmlr",0,0,20
"4306",196,"jiho",0,41,20
"4307",196,"joranE",0,0,20
"4308",196,"BrianDiggs",0,8,20
"4309",196,"JakeRuss",0,1128,20
"4310",196,"kohske",20,3864,20
"4311",196,"wch",0,0,20
"4312",196,"hadley",0,68344,20
"4313",197,"rasmusab",0,0,165
"4314",197,"kloesing",0,15,165
"4315",197,"briandk",0,0,165
"4316",197,"dariobuttari",0,0,165
"4317",197,"yihui",0,0,165
"4318",197,"lehy",0,0,165
"4319",197,"crowding",0,0,165
"4320",197,"lianos",0,112,165
"4321",197,"jrnold",0,0,165
"4322",197,"davidmorrison",0,10,165
"4323",197,"djmurphy420",0,0,165
"4324",197,"wligtenberg",0,0,165
"4325",197,"baptiste",0,0,165
"4326",197,"jimhester",0,0,165
"4327",197,"krlmlr",0,0,165
"4328",197,"jiho",0,41,165
"4329",197,"joranE",0,0,165
"4330",197,"BrianDiggs",0,8,165
"4331",197,"JakeRuss",0,1128,165
"4332",197,"kohske",165,4029,165
"4333",197,"wch",0,0,165
"4334",197,"hadley",0,68344,165
"4335",198,"rasmusab",0,0,132
"4336",198,"kloesing",0,15,132
"4337",198,"briandk",0,0,132
"4338",198,"dariobuttari",0,0,132
"4339",198,"yihui",0,0,132
"4340",198,"lehy",0,0,132
"4341",198,"crowding",0,0,132
"4342",198,"lianos",0,112,132
"4343",198,"jrnold",0,0,132
"4344",198,"davidmorrison",0,10,132
"4345",198,"djmurphy420",0,0,132
"4346",198,"wligtenberg",0,0,132
"4347",198,"baptiste",0,0,132
"4348",198,"jimhester",0,0,132
"4349",198,"krlmlr",0,0,132
"4350",198,"jiho",0,41,132
"4351",198,"joranE",0,0,132
"4352",198,"BrianDiggs",45,53,132
"4353",198,"JakeRuss",0,1128,132
"4354",198,"kohske",87,4116,132
"4355",198,"wch",0,0,132
"4356",198,"hadley",0,68344,132
"4357",199,"rasmusab",0,0,137
"4358",199,"kloesing",0,15,137
"4359",199,"briandk",0,0,137
"4360",199,"dariobuttari",0,0,137
"4361",199,"yihui",0,0,137
"4362",199,"lehy",0,0,137
"4363",199,"crowding",0,0,137
"4364",199,"lianos",0,112,137
"4365",199,"jrnold",0,0,137
"4366",199,"davidmorrison",0,10,137
"4367",199,"djmurphy420",0,0,137
"4368",199,"wligtenberg",0,0,137
"4369",199,"baptiste",0,0,137
"4370",199,"jimhester",0,0,137
"4371",199,"krlmlr",0,0,137
"4372",199,"jiho",0,41,137
"4373",199,"joranE",0,0,137
"4374",199,"BrianDiggs",11,64,137
"4375",199,"JakeRuss",0,1128,137
"4376",199,"kohske",126,4242,137
"4377",199,"wch",0,0,137
"4378",199,"hadley",0,68344,137
"4379",200,"rasmusab",0,0,105
"4380",200,"kloesing",0,15,105
"4381",200,"briandk",0,0,105
"4382",200,"dariobuttari",0,0,105
"4383",200,"yihui",0,0,105
"4384",200,"lehy",0,0,105
"4385",200,"crowding",0,0,105
"4386",200,"lianos",0,112,105
"4387",200,"jrnold",0,0,105
"4388",200,"davidmorrison",0,10,105
"4389",200,"djmurphy420",0,0,105
"4390",200,"wligtenberg",0,0,105
"4391",200,"baptiste",0,0,105
"4392",200,"jimhester",0,0,105
"4393",200,"krlmlr",0,0,105
"4394",200,"jiho",0,41,105
"4395",200,"joranE",0,0,105
"4396",200,"BrianDiggs",0,64,105
"4397",200,"JakeRuss",0,1128,105
"4398",200,"kohske",105,4347,105
"4399",200,"wch",0,0,105
"4400",200,"hadley",0,68344,105
"4401",201,"rasmusab",0,0,33
"4402",201,"kloesing",0,15,33
"4403",201,"briandk",0,0,33
"4404",201,"dariobuttari",0,0,33
"4405",201,"yihui",0,0,33
"4406",201,"lehy",0,0,33
"4407",201,"crowding",0,0,33
"4408",201,"lianos",0,112,33
"4409",201,"jrnold",0,0,33
"4410",201,"davidmorrison",0,10,33
"4411",201,"djmurphy420",0,0,33
"4412",201,"wligtenberg",0,0,33
"4413",201,"baptiste",0,0,33
"4414",201,"jimhester",0,0,33
"4415",201,"krlmlr",0,0,33
"4416",201,"jiho",0,41,33
"4417",201,"joranE",0,0,33
"4418",201,"BrianDiggs",0,64,33
"4419",201,"JakeRuss",0,1128,33
"4420",201,"kohske",33,4380,33
"4421",201,"wch",0,0,33
"4422",201,"hadley",0,68344,33
"4423",202,"rasmusab",0,0,19
"4424",202,"kloesing",0,15,19
"4425",202,"briandk",0,0,19
"4426",202,"dariobuttari",0,0,19
"4427",202,"yihui",0,0,19
"4428",202,"lehy",0,0,19
"4429",202,"crowding",0,0,19
"4430",202,"lianos",0,112,19
"4431",202,"jrnold",0,0,19
"4432",202,"davidmorrison",0,10,19
"4433",202,"djmurphy420",0,0,19
"4434",202,"wligtenberg",0,0,19
"4435",202,"baptiste",0,0,19
"4436",202,"jimhester",0,0,19
"4437",202,"krlmlr",0,0,19
"4438",202,"jiho",0,41,19
"4439",202,"joranE",0,0,19
"4440",202,"BrianDiggs",5,69,19
"4441",202,"JakeRuss",0,1128,19
"4442",202,"kohske",0,4380,19
"4443",202,"wch",0,0,19
"4444",202,"hadley",14,68358,19
"4445",203,"rasmusab",0,0,0
"4446",203,"kloesing",0,15,0
"4447",203,"briandk",0,0,0
"4448",203,"dariobuttari",0,0,0
"4449",203,"yihui",0,0,0
"4450",203,"lehy",0,0,0
"4451",203,"crowding",0,0,0
"4452",203,"lianos",0,112,0
"4453",203,"jrnold",0,0,0
"4454",203,"davidmorrison",0,10,0
"4455",203,"djmurphy420",0,0,0
"4456",203,"wligtenberg",0,0,0
"4457",203,"baptiste",0,0,0
"4458",203,"jimhester",0,0,0
"4459",203,"krlmlr",0,0,0
"4460",203,"jiho",0,41,0
"4461",203,"joranE",0,0,0
"4462",203,"BrianDiggs",0,69,0
"4463",203,"JakeRuss",0,1128,0
"4464",203,"kohske",0,4380,0
"4465",203,"wch",0,0,0
"4466",203,"hadley",0,68358,0
"4467",204,"rasmusab",0,0,1
"4468",204,"kloesing",0,15,1
"4469",204,"briandk",0,0,1
"4470",204,"dariobuttari",0,0,1
"4471",204,"yihui",0,0,1
"4472",204,"lehy",0,0,1
"4473",204,"crowding",0,0,1
"4474",204,"lianos",0,112,1
"4475",204,"jrnold",0,0,1
"4476",204,"davidmorrison",0,10,1
"4477",204,"djmurphy420",0,0,1
"4478",204,"wligtenberg",0,0,1
"4479",204,"baptiste",0,0,1
"4480",204,"jimhester",0,0,1
"4481",204,"krlmlr",0,0,1
"4482",204,"jiho",0,41,1
"4483",204,"joranE",0,0,1
"4484",204,"BrianDiggs",0,69,1
"4485",204,"JakeRuss",0,1128,1
"4486",204,"kohske",1,4381,1
"4487",204,"wch",0,0,1
"4488",204,"hadley",0,68358,1
"4489",205,"rasmusab",0,0,1
"4490",205,"kloesing",0,15,1
"4491",205,"briandk",0,0,1
"4492",205,"dariobuttari",0,0,1
"4493",205,"yihui",0,0,1
"4494",205,"lehy",0,0,1
"4495",205,"crowding",0,0,1
"4496",205,"lianos",0,112,1
"4497",205,"jrnold",0,0,1
"4498",205,"davidmorrison",0,10,1
"4499",205,"djmurphy420",0,0,1
"4500",205,"wligtenberg",0,0,1
"4501",205,"baptiste",0,0,1
"4502",205,"jimhester",0,0,1
"4503",205,"krlmlr",0,0,1
"4504",205,"jiho",0,41,1
"4505",205,"joranE",0,0,1
"4506",205,"BrianDiggs",0,69,1
"4507",205,"JakeRuss",0,1128,1
"4508",205,"kohske",0,4381,1
"4509",205,"wch",0,0,1
"4510",205,"hadley",1,68359,1
"4511",206,"rasmusab",0,0,0
"4512",206,"kloesing",0,15,0
"4513",206,"briandk",0,0,0
"4514",206,"dariobuttari",0,0,0
"4515",206,"yihui",0,0,0
"4516",206,"lehy",0,0,0
"4517",206,"crowding",0,0,0
"4518",206,"lianos",0,112,0
"4519",206,"jrnold",0,0,0
"4520",206,"davidmorrison",0,10,0
"4521",206,"djmurphy420",0,0,0
"4522",206,"wligtenberg",0,0,0
"4523",206,"baptiste",0,0,0
"4524",206,"jimhester",0,0,0
"4525",206,"krlmlr",0,0,0
"4526",206,"jiho",0,41,0
"4527",206,"joranE",0,0,0
